Wavelength (µm),Microcline hs108.13761,Wavelength (µm) target,Microcline hs108.13761 target
8.112914,0.075369,,
8.12563,0.083576,,
8.138387,0.092285,,
8.151183,0.101078,,
8.16402,0.110122,,
8.176896,0.119837,,
8.189815,0.130304,,
8.202773,0.141694,,
8.215774,0.153753,,
8.228815,0.166314,,
8.241898,0.179294,,
8.255021,0.192693,,
8.268188,0.206595,,
8.281395,0.220412,,
8.294645,0.234146,,
8.307939,0.247545,,
8.321277,0.260106,,
8.334655,0.271663,,
8.348077,0.282131,,
8.361541,0.291426,,
8.37505,0.299717,,
8.388601,0.306835,,
8.402197,0.313032,,
8.415837,0.318224,,
8.429516,0.322579,,
8.443245,0.32618,,
8.457019,0.329111,,
8.470837,0.331456,,
8.484701,0.333466,,
8.49861,0.334722,,
8.512566,0.335475,,
8.526567,0.335643,,
8.540616,0.335308,,
8.554709,0.334554,,
8.56885,0.333382,,
8.583036,0.331623,,
8.59727,0.329697,,
8.611551,0.327185,,
8.62588,0.324756,,
8.640257,0.322579,,
8.654684,0.320569,,
8.669156,0.318308,,
8.683678,0.316131,,
8.698248,0.313702,,
8.712867,0.31052,,
8.727534,0.306751,,
8.742252,0.302481,,
8.75702,0.297288,,
8.771832,0.291175,,
8.786699,0.284225,,
8.801618,0.276855,,
8.816586,0.269151,,
8.831606,0.261195,,
8.846677,0.253574,,
8.861799,0.246791,,
8.876974,0.240678,,
8.892203,0.235151,,
8.907482,0.230126,,
8.922813,0.225437,,
8.938197,0.220245,,
8.953634,0.214718,,
8.969126,0.209442,,
8.98467,0.205506,,
9.000268,0.204166,,
9.015924,0.205925,,
9.031631,0.211284,,
9.047393,0.219826,,
9.06321,0.229791,,
9.079082,0.240259,,
9.095011,0.250895,,
9.110995,0.261111,,
9.127035,0.270491,,
9.143127,0.278028,,
9.159282,0.282885,,
9.175492,0.284894,,
9.191761,0.285397,,
9.208088,0.285062,,
9.224472,0.284141,,
9.240915,0.282717,,
9.257417,0.281042,,
9.27398,0.278865,,
9.290601,0.276688,,
9.307281,0.274427,,
9.32402,0.271998,,
9.34082,0.269569,,
9.35768,0.267811,,
9.374602,0.267978,,
9.391585,0.271747,,
9.408624,0.28121,,
9.42573,0.295279,,
9.442899,0.30918,,
9.460131,0.317471,,
9.477425,0.31881,,
9.494783,0.314791,,
9.512204,0.308929,,
9.52969,0.302648,,
9.547244,0.29687,,
9.564858,0.290589,,
9.582539,0.283303,,
9.600284,0.27585,,
9.618095,0.270323,,
9.635973,0.26823,,
9.653916,0.270156,,
9.671927,0.275013,,
9.690009,0.280875,,
9.708156,0.286653,,
9.72637,0.291761,,
9.744653,0.2962,,
9.763004,0.300387,,
9.781425,0.304239,,
9.799915,0.30784,,
9.818476,0.310855,,
9.837101,0.312781,,
9.855803,0.311944,,
9.874576,0.308259,,
9.89342,0.302313,,
9.912336,0.295027,,
9.931326,0.287742,,
9.950388,0.280875,,
9.969523,0.274008,,
9.988736,0.267225,,
10.008019,0.260274,,
10.027377,0.253658,,
10.04681,0.246708,,
10.066319,0.239506,,
10.085902,0.231801,,
10.105563,0.223929,,
10.1253,0.216058,,
10.145119,0.208353,,
10.165011,0.201402,,
10.184982,0.195122,,
10.205031,0.189176,,
10.22516,0.183816,,
10.245367,0.179043,,
10.265656,0.174521,,
10.286023,0.170334,,
10.306466,0.166649,,
10.326997,0.163048,,
10.34761,0.159866,,
10.368304,0.15727,,
10.389083,0.154841,,
10.409945,0.152831,,
10.43089,0.150738,,
10.45192,0.148644,,
10.473039,0.146886,,
10.49424,0.145211,,
10.515526,0.143955,,
10.536899,0.142698,,
10.558359,0.141526,,
10.579906,0.140521,,
10.601542,0.139014,,
10.623267,0.137423,,
10.645084,0.13625,,
10.666988,0.135413,,
10.688982,0.134492,,
10.711066,0.133319,,
10.733243,0.132063,,
10.755511,0.130974,,
10.777872,0.12997,,
10.800325,0.128797,,
10.822865,0.127206,,
10.845508,0.12595,,
10.868244,0.125112,,
10.891077,0.12394,,
10.914005,0.122935,,
10.937031,0.122181,,
10.960154,0.121344,,
10.983374,0.120674,,
11.006698,0.11992,,
11.030116,0.119083,,
11.053635,0.118497,,
11.077253,0.117994,,
11.100973,0.117743,,
11.124795,0.117157,,
11.14872,0.116236,,
11.172747,0.115314,,
11.196871,0.114142,,
11.221107,0.113221,,
11.245447,0.112635,,
11.269894,0.112216,,
11.294447,0.11163,,
11.319107,0.110792,,
11.343875,0.110374,,
11.368752,0.109452,,
11.393744,0.108615,,
11.418839,0.108447,,
11.444047,0.108113,,
11.469365,0.10761,,
11.494797,0.107024,,
11.52034,0.106438,,
11.545999,0.105516,,
11.571771,0.104679,,
11.597663,0.103925,,
11.623667,0.103172,,
11.649787,0.102502,,
11.676025,0.101832,,
11.702382,0.101413,,
11.728858,0.100827,,
11.755454,0.100157,,
11.782171,0.099654,,
11.809002,0.098901,,
11.835962,0.098398,,
11.863048,0.097896,,
11.890256,0.097226,,
11.91759,0.096305,,
11.94505,0.095384,,
11.972636,0.094797,,
12.000351,0.093876,,
12.028198,0.09262,,
12.056171,0.091448,,
12.084274,0.089856,,
12.112508,0.088349,,
12.140875,0.086423,,
12.169374,0.084329,,
12.198009,0.082152,,
12.226777,0.07964,,
12.255688,0.076876,,
12.28473,0.074364,,
12.31391,0.072103,,
12.343228,0.070009,,
12.372687,0.067665,,
12.402287,0.06465,,
12.432029,0.061384,,
12.461913,0.058537,,
12.491931,0.055857,,
12.522105,0.052758,,
12.552425,0.050162,,
12.582892,0.048571,,
12.613507,0.047817,,
12.644272,0.047147,,
12.675187,0.046059,,
12.706254,0.044468,,
12.737479,0.042793,,
12.768852,0.043379,,
12.80038,0.048152,,
12.832064,0.056359,,
12.863906,0.064901,,
12.895905,0.072019,,
12.928064,0.077462,,
12.960384,0.081147,,
12.992874,0.082571,,
13.025519,0.082068,,
13.05833,0.080477,,
13.091305,0.077797,,
13.124448,0.074699,,
13.157759,0.0716,,
13.191238,0.068502,,
13.22489,0.065068,,
13.258701,0.062389,,
13.292698,0.060044,,
13.326869,0.058369,,
13.361217,0.057364,,
13.395742,0.055857,,
13.430446,0.054433,,
13.46533,0.053679,,
13.500397,0.053512,,
13.535651,0.054768,,
13.571085,0.057615,,
13.606705,0.062305,,
13.642511,0.068167,,
13.678508,0.073778,,
13.714694,0.0783,,
13.751073,0.081901,,
13.787644,0.084162,,
13.82442,0.084748,,
13.861383,0.084497,,
13.898545,0.083743,,
13.935907,0.082738,,
13.97347,0.081566,,
14.011236,0.079975,,
14.049208,0.078551,,
14.087384,0.076793,,
14.125755,0.075369,,
14.16435,0.074364,,
14.203156,0.073359,,
14.242176,0.071852,,
14.281411,0.070177,,
14.320862,0.068837,,
14.360532,0.067748,,
14.400422,0.066157,,
14.440542,0.064482,,
14.48088,0.063142,,
14.521442,0.061886,,
14.562233,0.060379,,
14.603253,0.058955,,
14.644506,0.057615,,
14.685991,0.056024,,
14.727713,0.054684,,
14.76966,0.052758,,
14.811859,0.050832,,
14.8543,0.048906,,
14.896984,0.047315,,
14.939916,0.04698,,
14.983094,0.047064,,
15.026524,0.047399,,
15.070205,0.049827,,
15.11415,0.054768,,
15.158343,0.061551,,
15.202796,0.069926,,
15.24751,0.08031,,
15.292488,0.090443,,
15.337732,0.09731,,
15.383245,0.098817,,
15.429028,0.09463,,
15.475092,0.086842,,
15.521424,0.078467,,
15.568036,0.070596,,
15.614927,0.064147,,
15.662103,0.059458,,
15.709563,0.056443,,
15.757313,0.054266,,
15.805353,0.053679,,
15.853672,0.054601,,
15.902304,0.058034,,
15.951234,0.063561,,
16.000465,0.071433,,
16.050003,0.081817,,
16.099848,0.094127,,
16.150003,0.107694,,
16.200472,0.121679,,
16.251265,0.135078,,
16.30237,0.147304,,
16.353796,0.159782,,
16.405548,0.173014,,
16.45763,0.184989,,
16.510042,0.194619,,
16.56279,0.203161,,
16.615877,0.210363,,
16.669313,0.215555,,
16.723085,0.21924,,
16.777206,0.220412,,
16.831676,0.219156,,
16.886503,0.216393,,
16.941689,0.212875,,
16.997234,0.208353,,
17.053146,0.202072,,
17.109409,0.195373,,
17.166063,0.188673,,
17.223093,0.182058,,
17.280504,0.175693,,
17.338299,0.169915,,
17.396481,0.164137,,
17.455055,0.157772,,
17.514025,0.150905,,
17.573404,0.143285,,
17.633179,0.136669,,
17.693359,0.130304,,
17.753954,0.122851,,
17.814964,0.116068,,
17.876394,0.110792,,
17.938251,0.105516,,
18.000536,0.099403,,
18.063269,0.09463,,
18.126427,0.091364,,
18.190027,0.0886,,
18.254078,0.086925,,
18.318579,0.089354,,
18.383539,0.096221,,
18.448961,0.105684,,
18.514851,0.113137,,
18.58119,0.115566,,
18.648029,0.114896,,
18.715351,0.111881,,
18.783159,0.107526,,
18.851461,0.10292,,
18.920263,0.098733,,
18.989569,0.095551,,
19.059383,0.092118,,
19.129725,0.088182,,
19.200575,0.085083,,
19.271952,0.08232,,
19.343863,0.079221,,
19.416311,0.076541,,
19.489305,0.074866,,
19.562849,0.073024,,
19.636951,0.070847,,
19.711594,0.069926,,
19.786827,0.068669,,
19.862638,0.065487,,
19.939034,0.062556,,
20.016018,0.06063,,
20.093599,0.058453,,
20.171785,0.055438,,
20.250582,0.054098,,
20.330009,0.053679,,
20.410049,0.05368,,
20.490723,0.051924,,
20.572035,0.05207,,
20.653994,0.053455,,
20.73661,0.055356,,
20.819889,0.058181,,
20.903841,0.062724,,
20.988487,0.070096,,
21.073807,0.080861,,
21.159821,0.092865,,
21.246542,0.103881,,
21.333977,0.1145,,
21.422132,0.126371,,
21.511023,0.142392,,
21.600651,0.165522,,
21.691,0.197312,,
21.782139,0.238043,,
21.874046,0.284243,,
21.966734,0.3315,,
22.060209,0.376177,,
22.154484,0.414901,,
22.249567,0.444946,,
22.34547,0.464231,,
22.442221,0.47291,,
22.539797,0.472185,,
22.638224,0.465122,,
22.737514,0.45549,,
22.837679,0.447614,,
22.93873,0.445543,,
23.04068,0.451142,,
23.143541,0.46468,,
23.247343,0.48203,,
23.35206,0.497834,,
23.457727,0.506862,,
23.564352,0.504761,,
23.671953,0.491144,,
23.78054,0.467206,,
23.890127,0.436353,,
24.000731,0.402624,,
24.112324,0.36985,,
24.224998,0.341164,,
24.338732,0.316538,,
24.453537,0.295351,,
24.569429,0.277795,,
24.686426,0.263998,,
24.804543,0.252898,,
24.923796,0.24318,,
25.044222,0.233925,,
25.165796,0.224862,,
25.288555,0.218083,,
25.412519,0.215682,,
25.537704,0.21695,,
25.664127,0.220394,,
25.791811,0.224472,,
25.920769,0.228163,,
26.051052,0.232859,,
26.182623,0.239907,,
26.315529,0.247639,,
26.449793,0.253746,,
26.585432,0.256759,,
26.722471,0.256053,,
26.860929,0.253763,,
27.00083,0.252153,,
27.142149,0.250701,,
27.285002,0.248231,,
27.429367,0.243978,,
27.575268,0.23751,,
27.722729,0.2294,,
27.871777,0.220387,,
28.022434,0.210694,,
28.17473,0.200409,,
28.328716,0.189592,,
28.484369,0.178465,,
28.641743,0.167955,,
28.800863,0.159074,,
28.961761,0.152311,,
29.124468,0.147892,,
29.289013,0.145455,,
29.455427,0.145267,,
29.623777,0.150913,,
29.794029,0.166208,,
29.966249,0.191731,,
30.140471,0.225566,,
30.316732,0.258965,,
30.495066,0.282624,,
30.67551,0.293773,,
30.858103,0.292377,,
31.04282,0.28285,,
31.229824,0.270337,,
31.419096,0.257358,,
31.610676,0.245686,,
31.804607,0.236455,,
32.000931,0.230375,,
32.199696,0.226936,,
32.400944,0.225156,,
32.604759,0.223541,,
32.811115,0.220829,,
33.020103,0.217548,,
33.231773,0.214805,,
33.446171,0.214021,,
33.663353,0.216214,,
33.883377,0.220147,,
34.106293,0.223821,,
34.332088,0.224805,,
34.560966,0.221344,,
34.792919,0.215353,,
35.028008,0.209302,,
35.266293,0.203503,,
35.507843,0.198164,,
35.752724,0.195448,,
36.001007,0.197733,,
36.252811,0.2057,,
36.508114,0.218927,,
36.767036,0.234189,,
37.029659,0.247924,,
37.296059,0.258887,,
37.566319,0.26681,,
37.840527,0.273067,,
38.118767,0.27917,,
38.40118,0.28505,,
38.687756,0.290063,,
38.978642,0.292973,,
39.273933,0.292709,,
39.573734,0.289777,,
39.878147,0.285135,,
40.187283,0.279725,,
40.501244,0.274451,,
40.820042,0.269873,,
41.144012,0.266069,,
41.473164,0.261353,,
41.807625,0.253648,,
42.147522,0.241584,,
42.492992,0.225151,,
42.844173,0.209497,,
43.20121,0.199883,,
43.564312,0.194983,,
43.933502,0.191995,,
44.309002,0.189856,,
44.690975,0.188296,,
45.079594,0.188592,,
45.475029,0.191988,,
45.87746,0.197512,,
46.287083,0.203648,,
46.704159,0.209428,,
47.128742,0.214272,,
47.561119,0.218816,,
48.001499,0.223466,,
48.450111,0.22607,,
48.907188,0.224415,,
49.372971,0.219545,,
49.847713,0.213452,,
50.331509,0.208028,,
50.824955,0.204456,,
51.328171,0.200574,,
51.841454,0.194379,,
52.365105,0.189058,,
52.899441,0.188227,,
53.444794,0.190322,,
54.001511,0.192539,,
54.570061,0.193451,,
55.150593,0.191965,,
55.74361,0.187128,,
56.349518,0.17866,,
56.968742,0.169221,,
57.60173,0.16148,,
58.24894,0.153777,,
58.910862,0.144028,,
59.588123,0.134073,,
60.28101,0.12672,,
60.9902,0.123553,,
61.716274,0.125217,,
62.459846,0.129411,,
63.221554,0.133372,,
64.002068,0.136734,,
64.802094,0.140015,,
65.622093,0.144656,,
66.463402,0.151885,,
67.326561,0.160431,,
68.21244,0.16817,,
69.121933,0.172947,,
70.056015,0.173541,,
71.015686,0.173547,,
72.002014,0.177164,,
73.016319,0.183797,,
74.05941,0.19078,,
75.132736,0.192852,,
76.237625,0.185385,,
77.375504,0.171749,,
78.547859,0.157741,,
79.756294,0.147918,,
81.002487,0.147008,,
82.28849,0.1603,,
83.61573,0.191255,,
84.986481,0.232542,,
86.402931,0.273333,,
87.867393,0.305096,,
89.382355,0.320223,,
90.95047,0.315801,,
92.574593,0.293141,,
94.25721,0.266804,,
96.002708,0.25344,,
97.814079,0.253563,,
99.695114,0.26232,,
101.649918,0.273268,,
103.682915,0.279769,,
105.798889,0.280058,,
108.003029,0.274277,,
110.301392,0.265013,,
112.699249,0.256211,,
115.203682,0.252765,,
117.821953,0.259088,,
120.562004,0.273207,,
123.432541,0.289583,,
126.443092,0.297499,,
129.604187,0.287313,,
132.926254,0.269202,,
136.424286,0.259199,,
140.11142,0.261951,,
144.003372,0.278517,,
148.117722,0.308284,,
152.474106,0.345161,,
157.094498,0.361273,,
162.003662,0.325442,,
167.230545,0.250501,,
172.804886,0.250501,,
178.763672,0.250501,,
185.148087,0.250501,,
192.005402,0.250501,,
199.390213,0.250501,,
207.365814,0.250501,,
216.006042,0.250501,,
